thread-root,total-thread-count,matrix-width,matrix-size,copy-to-device[ms],bandwidth-to-device[GB/s],copy-from-device[ms],bandwidth-from-device[GB/s],kernel-matrix-multiplication[ms],cpu-matrix-multiplication[ms],speedup-kernel,speedup-overall
        24,       576,       100,     10000,  0.041067,   1.94804,  0.016413,   2.43709,  0.092681,  0.867234,   9.35719,   5.77536
        24,       576,       200,     40000,  0.082274,   3.88944,  0.034153,    4.6848,  0.347466,   11.8442,   34.0873,   25.5321
        24,       576,       300,     90000,  0.147926,    4.8673,  0.064883,   5.54845,   1.04031,   23.1454,   22.2486,   18.4703
        24,       576,       400,    160000,  0.238721,   5.36191,  0.107138,    5.9736,   2.37206,   54.9067,   23.1473,   20.2018
        24,       576,       500,    250000,  0.358362,   5.58095,  0.163013,   6.13448,   4.73735,   107.395,   22.6698,   20.4222
        24,       576,       600,    360000,  0.504472,   5.70894,  0.232506,   6.19339,   7.96302,   186.929,   23.4747,   21.4861
        24,       576,       700,    490000,  0.678311,   5.77906,  0.309752,   6.32764,   13.2778,   299.017,     22.52,   20.9603
        24,       576,       800,    640000,  0.874848,   5.85245,  0.400966,   6.38458,   19.6169,   439.695,   22.4141,   21.0454
        24,       576,       900,    810000,   1.09869,   5.89792,  0.502936,   6.44217,   29.3215,   598.096,   20.3979,   19.3414
        24,       576,      1000,   1000000,   1.35327,   5.91162,  0.618734,   6.46481,   40.2571,   823.986,   20.4681,   19.5123
        25,       625,       100,     10000,  0.040649,   1.96807,  0.015924,   2.51193,  0.099107,  0.843419,   8.51019,   5.41765
        25,       625,       200,     40000,  0.081785,    3.9127,  0.034153,    4.6848,  0.355568,    6.9216,   19.4663,   14.6798
        25,       625,       300,     90000,  0.153095,   4.70296,   0.06628,    5.4315,   1.02997,   23.3011,   22.6231,   18.6507
        25,       625,       400,    160000,  0.240119,   5.33069,  0.109513,   5.84406,   2.40384,   54.9469,    22.858,   19.9555
        25,       625,       500,    250000,  0.359828,   5.55821,  0.162453,   6.15563,   4.78428,   107.209,   22.4085,    20.203
        25,       625,       600,    360000,   0.50999,   5.64717,  0.230549,   6.24596,   8.30134,   185.557,   22.3527,    20.522
        25,       625,       700,    490000,  0.677682,   5.78442,  0.310241,   6.31767,   13.6939,   295.212,   21.5579,   20.1073
        25,       625,       800,    640000,  0.875895,   5.84545,  0.402991,    6.3525,   20.2493,   442.263,   21.8409,   20.5435
        25,       625,       900,    810000,   1.14793,   5.64494,  0.504123,     6.427,   29.1954,   619.385,   21.2151,    20.079
        25,       625,      1000,   1000000,   1.35487,   5.90461,  0.618595,   6.46627,   41.4814,   821.527,   19.8047,   18.9053
        26,       676,       100,     10000,  0.040578,   1.97151,  0.016483,   2.42674,   0.10609,  0.818274,   7.71302,   5.01544
        26,       676,       200,     40000,  0.083322,   3.84052,  0.033944,   4.71365,   0.37708,   7.06478,   18.7355,   14.2912
        26,       676,       300,     90000,  0.147786,   4.87191,  0.065792,   5.47179,   1.06419,   23.1383,   21.7426,   18.1084
        26,       676,       400,    160000,  0.239141,   5.35249,  0.107558,   5.95028,    2.5077,   54.9164,   21.8992,   19.2393
        26,       676,       500,    250000,  0.358292,   5.58204,  0.163082,   6.13188,   4.97363,   107.558,   21.6257,   19.5738
        26,       676,       600,    360000,  0.506009,    5.6916,  0.232087,   6.20457,   8.63477,   186.231,   21.5676,   19.8692
        26,       676,       700,    490000,  0.713371,   5.49504,  0.309961,   6.32338,   13.7588,   295.493,   21.4766,   19.9899
        26,       676,       800,    640000,  0.916682,   5.58536,  0.402503,    6.3602,   20.0235,   442.528,   22.1004,   20.7344
        26,       676,       900,    810000,   1.09953,   5.89343,  0.504054,   6.42788,   28.8392,   598.139,   20.7405,    19.648
        26,       676,      1000,   1000000,   1.35529,   5.90278,  0.618874,   6.46335,   41.5435,   820.453,   19.7493,   18.8533
        27,       729,       100,     10000,   0.04002,     1.999,  0.015575,   2.56822,  0.103507,  0.819113,    7.9136,   5.14835
        27,       729,       200,     40000,  0.112726,   2.83874,  0.043791,   3.65372,  0.422757,   8.98845,   21.2615,   15.5167
        27,       729,       300,     90000,  0.149253,   4.82402,  0.065233,   5.51868,   1.08633,   23.3148,    21.462,   17.9232
        27,       729,       400,    160000,  0.271337,   4.71738,  0.115659,   5.53351,   2.42898,    55.344,   22.7849,   19.6536
        27,       729,       500,    250000,  0.358781,   5.57443,  0.162174,   6.16622,   5.16814,   107.045,   20.7125,   18.8159
        27,       729,       600,    360000,   0.50496,   5.70342,  0.231738,   6.21391,   9.08567,   186.029,    20.475,   18.9393
        27,       729,       700,    490000,  0.717003,    5.4672,  0.309054,   6.34193,    14.525,   294.849,   20.2994,     18.96
        27,       729,       800,    640000,  0.875964,   5.84499,  0.400338,    6.3946,   21.2102,    441.81,   20.8301,   19.6478
